title,link,description,regular_price,sale_price,discount,sale_period,favorite,labels,badges,product_id
Батончик шоколадный в хрустящей вафле Хрутка 22г,https://magnit.ru/product/1000455518-1624490333?shopCode=992301&shopType=6,32.99 ₽ -23% 42.99 ₽Батончик шоколадный в хрустящей вафле Хрутка 22г4.8· 69 отзывов,,,,,,,,1000455518
Шоколад горький Победа вкуса 72% 100г,https://magnit.ru/product/1000126989-pobeda_vkusa_shokolad_gorkiy_72_100g_bum_up_kf_pobeda_20?shopCode=992301&shopType=6,189.99 ₽ -17% 229.99 ₽Шоколад горький Победа вкуса 72% 100г4.8· 104 отзыва,,,,,,,,1000126989
Конфета вафельная глазированная Степ Mix 40г,https://magnit.ru/product/1000390755-step_mix_batonchik_vaf_glaz_44g?shopCode=992301&shopType=6,29.99 ₽Конфета вафельная глазированная Степ Mix 40г4.8· 27 отзывов,,,,,,,,1000390755
Шоколад темный клубничный тарт с миндалем 42% Вдохновение 100г,https://magnit.ru/product/1000446704-vdokhnovenie_temn_shokol_klub_tart_mind_100g_babaevskiy?shopCode=992301&shopType=6,199.99 ₽ -37% 319.99 ₽Шоколад темный клубничный тарт с миндалем 42% Вдохновение 100г4.8· 7 отзывов,,,,,,По карте,По карте,1000446704
Шоколад темный Вишня брауни и цельный фундук 55% Бабаевский 165г,https://magnit.ru/product/1000369596-babaevskiy_shokolad_ko22777_temnyy_s_nachinkoy_funduk_tselnyy_vkus_vishni_165g_floupak_oao_rot_front?shopCode=992301&shopType=6,259.99 ₽ -42% 449.99 ₽Шоколад темный Вишня брауни и цельный фундук 55% Бабаевский 165г4.8· 405 отзывов,,,,,,По карте,По карте,1000369596
Батончик вафельный Обыкновенное чудо 40г,https://magnit.ru/product/1000127852-konfety_obyknovennoe_chudo_klassicheskoe_40g?shopCode=992301&shopType=6,29.99 ₽ -18% 36.99 ₽Батончик вафельный Обыкновенное чудо 40г4.8· 10 отзывов,,,,,,,,1000127852
Паста шоколадно-арахисовая Степ 220г,https://magnit.ru/product/1000220350-pasta_shokoladno_arakhisovaya_zolotoy_step_220g?shopCode=992301&shopType=6,159.99 ₽Паста шоколадно-арахисовая Степ 220г4.6· 143 отзыва,,,,,,По карте,По карте,1000220350
Шоколад Крупской молочный Особый 200г,https://magnit.ru/product/1000556830-krupskoy_shokolad_molochnyy_osobyy_200g?shopCode=992301&shopType=6,219.99 ₽ -45% 399.99 ₽Шоколад Крупской молочный Особый 200г4.6· 56 отзывов,,,,,,,,1000556830
Яйцо с игрушкой-сюрпризом Конфитрейд 20г,https://magnit.ru/product/1000126995-yaytso_s_syurprizom_20g?shopCode=992301&shopType=6,69.99 ₽ -30% 99.99 ₽Яйцо с игрушкой-сюрпризом Конфитрейд 20г4.4· 1 отзыв,,,,,,,,1000126995
Шоколад Вкус и польза на меду молочный 70г,https://magnit.ru/product/1000424670-vkus_i_polza_shokolad_na_medu_molochnyy_70g_fl_p?shopCode=992301&shopType=6,239.99 ₽Шоколад Вкус и польза на меду молочный 70гНет отзывов,,,,,,,,1000424670
Шоколад Max Fun карамель-мармелад-печенье Alpen Gold 140г,https://magnit.ru/product/1000120851-shokolad_alpen_gold_max_fan_so_vzryvnoy_karamelyu_marmeladom_i_pechenem_150g?shopCode=992301&shopType=6,159.99 ₽ -46% 299.99 ₽Шоколад Max Fun карамель-мармелад-печенье Alpen Gold 140г4.8· 162 отзыва,,,,,,,,1000120851
Шоколад молочный с кусочками кренделя Ritter Sport 100г,https://magnit.ru/product/1000556484-ritter_sport_shokolad_moloch_s_kusoch_krendelya_100g?shopCode=992301&shopType=6,169.99 ₽Шоколад молочный с кусочками кренделя Ritter Sport 100гНет отзывов,,,,,,,,1000556484
Шоколад Red Delight Темный с апельсином и миндалем 70г,https://magnit.ru/product/1000247882-red_shokolad_00_00000502_temnyy_so_snizhennoy_kaloriynostyu_s_apelsinom_i_mindalem_100g_kartonnaya_u?shopCode=992301&shopType=6,219.99 ₽Шоколад Red Delight Темный с апельсином и миндалем 70г4.8· 17 отзывов,,,,,,,,1000247882
Шар шоколадный с игрушкой-сюрпризом Chupa-Chups 20г в ассортименте,https://magnit.ru/product/1000142161-shar_shokoladnyy_chupa_chups_s_igrushkoy_syurprizom_20g_v_assortimente?shopCode=992301&shopType=6,91.99 ₽Шар шоколадный с игрушкой-сюрпризом Chupa-Chups 20г в ассортименте4.7· 102 отзыва,,,,,,,,1000142161
Шоколад Ozera горький без сахара с апельсином 90г,https://magnit.ru/product/8000011998-shokolad_ozera_gorkiy_bez_sakhara_s_apels_90g?shopCode=992301&shopType=6,174.99 ₽Шоколад Ozera горький без сахара с апельсином 90гНет отзывов,,,,,,По карте,По карте,8000011998
Шоколад Bubbles Молочный пористый с начинкой со вкусом Капучино Milka 87г,https://magnit.ru/product/1000324322-milka_shokolad_molochnyy_s_nachinkoy_so_vkusom_kapuchino_97g_floupak_ooo_mondelis_rus_15?shopCode=992301&shopType=6,99.99 ₽ -50% 199.99 ₽Шоколад Bubbles Молочный пористый с начинкой со вкусом Капучино Milka 87г4.9· 4 отзыва,,,,,,Товар недели,Товар недели,1000324322
Шоколад Молочный Кофе и Сливки Merci 100г,https://magnit.ru/product/1000212057-merci_shokolad_molochn_kofeyn_100g_k_up_storck_15?shopCode=992301&shopType=6,198.99 ₽ -26% 269.99 ₽Шоколад Молочный Кофе и Сливки Merci 100г4.9· 5 отзывов,,,,,,По карте,По карте,1000212057
Фигурный шоколад Kinder 35г,https://magnit.ru/product/1000421436-kinder_figurnyy_shokolad_35g_folga?shopCode=992301&shopType=6,139.99 ₽ -12% 159.99 ₽Фигурный шоколад Kinder 35гНет отзывов,,,,,,,,1000421436
Батончик шоколадный с миндалем Snickers 81г,https://magnit.ru/product/1000385375-snickers_shokoladnyy_batonchik_10228049_s_mindalem_81g_floupak_rossiya_mars_32_160?shopCode=992301&shopType=6,89.99 ₽Батончик шоколадный с миндалем Snickers 81г4.7· 175 отзывов,,,,,,,,1000385375
Шоколад с фундуком и изюмом Milka 80г,https://magnit.ru/product/1000149244-shokolad_milka_molochnyy_s_fundukom_i_izyumom_90g?shopCode=992301&shopType=6,99.99 ₽ -50% 199.99 ₽Шоколад с фундуком и изюмом Milka 80г4.8· 36 отзывов,,,,,,Товар недели,Товар недели,1000149244
Шоколад темный Апельсин брауни и цельный фундук 55% Бабаевский 165г,https://magnit.ru/product/1000369597-babaevskiy_shokolad_ko22776_temnyy_s_nachinkoy_funduk_tselnyy_vkus_apelsin_165g_floupak_oao_rot_fron?shopCode=992301&shopType=6,269.99 ₽ -40% 449.99 ₽Шоколад темный Апельсин брауни и цельный фундук 55% Бабаевский 165г4.8· 175 отзывов,,,,,,По карте,По карте,1000369597
Шоколад Славянка горький с какао Особый 85% 88г,https://magnit.ru/product/1000426686-osobyy_shok_gorkiy_85_kakao_88g?shopCode=992301&shopType=6,219.99 ₽ -18% 269.99 ₽Шоколад Славянка горький с какао Особый 85% 88г4.8· 6 отзывов,,,,,,По карте,По карте,1000426686
Шоколад молочный взрывная карамель Алёнка 75г,https://magnit.ru/product/8000009407-alenka_shokolad_molochnyy_vzryvnaya_karamel_75g?shopCode=992301&shopType=6,109.99 ₽ -26% 149.99 ₽Шоколад молочный взрывная карамель Алёнка 75г4.8· 36 отзывов,,,,,,По карте,По карте,8000009407
Шоколад Победа вкуса молочный без сахара 36% 50г,https://magnit.ru/product/8000012278-pobeda_vkusa_shokolad_gorkiy_bez_sakhara_72_50g?shopCode=992301&shopType=6,114.99 ₽Шоколад Победа вкуса молочный без сахара 36% 50гНет отзывов,,,,,,По карте,По карте,8000012278
Шоколад Ozera горький без сахара с фундуком 90г,https://magnit.ru/product/8000012000-ozera_shokolad_gorkiy_bez_sakhara_s_fundukom_90g?shopCode=992301&shopType=6,174.99 ₽Шоколад Ozera горький без сахара с фундуком 90гНет отзывов,,,,,,По карте,По карте,8000012000
Шоколад молочный с кусочками клюквы и орехом лещины Ritter Sport 100г,https://magnit.ru/product/1000511471-ritter_sport_shokolad_mol_klyukva_orekh_leshchiny_100g?shopCode=992301&shopType=6,159.99 ₽ -40% 269.99 ₽Шоколад молочный с кусочками клюквы и орехом лещины Ritter Sport 100г4.8· 3 отзыва,,,,,,,,1000511471
Шоколад Горький с цельным миндалем Белочка 55% 100г,https://magnit.ru/product/1000211228-krupskoy_shokolad_10536_gorkiy_s_tselnym_mindalem_100g_kartonnaya_upakovka_zao_konditerskaya_fabrika?shopCode=992301&shopType=6,179.99 ₽ -14% 209.99 ₽Шоколад Горький с цельным миндалем Белочка 55% 100г4.8· 4 отзыва,,,,,,,,1000211228
Шоколадный батончик Пломбир Snickers 2шт*40.5г,https://magnit.ru/product/1000271554-snickers_shokoladnyy_batonchik_plombir81g_m_up_mars_32_160?shopCode=992301&shopType=6,89.99 ₽Шоколадный батончик Пломбир Snickers 2шт*40.5г4.7· 122 отзыва,,,,,,,,1000271554
Шоколадный батончик Goodmix молочный шоколад с хрустящей вафлей Клубничный краш 40г,https://magnit.ru/product/8000019366-goodmix_shok_bat_mol_shok_khr_vaf_klubn_krash40g_f_p_nestle?shopCode=992301&shopType=6,44.99 ₽ -35% 69.99 ₽Шоколадный батончик Goodmix молочный шоколад с хрустящей вафлей Клубничный краш 40г4.8· 22 отзыва,,,,,,,,8000019366
Шоколад Молочный с цельным фундуком Белочка 100г,https://magnit.ru/product/1000204350-krupskoy_shokolad_10434_molochnyy_s_tselnym_lesnym_orekhom_net_100g_kartonnaya_upakovka_zao_konditer?shopCode=992301&shopType=6,159.99 ₽ -15% 189.99 ₽Шоколад Молочный с цельным фундуком Белочка 100г4.5· 5 отзывов,,,,,,,,1000204350
Шоколад молочный с фундуком и начинкой Nuts 180г,https://magnit.ru/product/1000452112-nuts_shokolad_molochnyy_s_fundukom_i_nachinkoy_180g?shopCode=992301&shopType=6,179.99 ₽ -33% 269.99 ₽Шоколад молочный с фундуком и начинкой Nuts 180г4.6· 83 отзыва,,,,,,,,1000452112
Шоколад горький апельсин орех Bucheron Blanc Edition 72% 85г,https://magnit.ru/product/1000537305-bucheron_blanc_edition_shok_gork_apel_orekh_85g?shopCode=992301&shopType=6,174.99 ₽ -30% 249.99 ₽Шоколад горький апельсин орех Bucheron Blanc Edition 72% 85г4.8· 5 отзывов,,,,,,По карте,По карте,1000537305
Шоколад Delight темный без сахара Red 70г,https://magnit.ru/product/8000010639-shokolad_red_delight_temnyy_b_sakh_85g?shopCode=992301&shopType=6,198.99 ₽ -31% 289.99 ₽Шоколад Delight темный без сахара Red 70гНет отзывов,,,,,,,,8000010639
Вафли Kinder Bueno 43г,https://magnit.ru/product/3071600001-batonchik_kinder_bueno_43g?shopCode=992301&shopType=6,89.99 ₽Вафли Kinder Bueno 43г4.9· 91 отзыв,,,,,,,,3071600001
Шоколадная медаль Маша и Медведь Монетный двор 25г,https://magnit.ru/product/1000489293-monetnyy_dvor_shoko_medal_masha_i_medved_25g?shopCode=992301&shopType=6,42.99 ₽Шоколадная медаль Маша и Медведь Монетный двор 25г4.8· 4 отзыва,,,,,,По карте,По карте,1000489293
Шоколадная паста с фундуком Dolce Dolci 13% 350г,https://magnit.ru/product/1000558629-dolce_dolci_shokoladnaya_pasta_s_fundukom_13_350g?shopCode=992301&shopType=6,349.99 ₽Шоколадная паста с фундуком Dolce Dolci 13% 350г4.8· 28 отзывов,,,,,,,,1000558629
Батончик с карамелью и нугой Mars 50г,https://magnit.ru/product/3071090601-batonchik_mars_50g?shopCode=992301&shopType=6,62.99 ₽Батончик с карамелью и нугой Mars 50г4.8· 53 отзыва,,,,,,,,3071090601
Шоколад с молочной начинкой Kinder Chocolate Maxi 21г,https://magnit.ru/product/1699900263-shokolad_kinder_maksi_21g?shopCode=992301&shopType=6,42.99 ₽Шоколад с молочной начинкой Kinder Chocolate Maxi 21г4.9· 36 отзывов,,,,,,,,1699900263
Шоколад молочный черника Libertad 80г,https://magnit.ru/product/1000518114-libertad_shokolad_molochnyy_chernika_80g?shopCode=992301&shopType=6,159.99 ₽ -36% 249.99 ₽Шоколад молочный черника Libertad 80гНет отзывов,,,,,,По карте,По карте,1000518114
Шоколад Молочный с фундуком и изюмом Алёнка 90г,https://magnit.ru/product/1000147302-alenka_shokolad_s_fundukom_i_izyumom_90g_rot_front_15_90?shopCode=992301&shopType=6,129.99 ₽ -45% 239.99 ₽Шоколад Молочный с фундуком и изюмом Алёнка 90г4.7Нет отзывов,,,,,,По карте,По карте,1000147302
Шоколад темный Schogetten Blonde Pure 100г,https://magnit.ru/product/1000562519-schogetten_shokolad_temnyy_blonde_pure_100g_k_up?shopCode=992301&shopType=6,149.99 ₽ -11% 169.99 ₽Шоколад темный Schogetten Blonde Pure 100гНет отзывов,,,,,,По карте,По карте,1000562519
Шоколад Extra milk&Hazelnut Ozera 90г,https://magnit.ru/product/1000274196-ozera_shokolad_extra_milk_hazelnut_90g_k_up_ozerskiy_suv_18?shopCode=992301&shopType=6,139.99 ₽ -12% 159.99 ₽Шоколад Extra milk&Hazelnut Ozera 90г4.9· 2 отзыва,,,,,,По карте,По карте,1000274196
Шоколадный батончик печенье в хрустящей вафле Goodmix 47г,https://magnit.ru/product/1000449673-goodmix_shok_baton_pech_khrust_vaf_47g?shopCode=992301&shopType=6,49.99 ₽ -28% 69.99 ₽Шоколадный батончик печенье в хрустящей вафле Goodmix 47г4.8· 92 отзыва,,,,,,,,1000449673
Конфета глазированная с орехово-сливочной начинкой Konfesta 38г,https://magnit.ru/product/1000518997-konfesta_konfeta_glazirov_s_orekhovo_slivoch_nachinkoy_38g?shopCode=992301&shopType=6,28.99 ₽ -47% 54.99 ₽Конфета глазированная с орехово-сливочной начинкой Konfesta 38г4.7· 49 отзывов,,,,,,,,1000518997
Шоколад темный с цедрой апельсина и миндалем 40% Россия щедрая душа 82г,https://magnit.ru/product/1000457180-rossiya_shchedraya_dusha_shokolad_temnyy_tsedra_apelsina_i_mindal_82g?shopCode=992301&shopType=6,79.99 ₽ -33% 119.99 ₽Шоколад темный с цедрой апельсина и миндалем 40% Россия щедрая душа 82г4.8· 59 отзывов,,,,,,По карте,По карте,1000457180
Шоколад Max Fun Клубника Малина Черника Черная смородина Взрывная карамель и шипучие шарики Alpen Gold 140г,https://magnit.ru/product/1000273971-alpen_gold_maxfan_shok_mol_yagod_shar_kar_150g_fl_p_mondel_16?shopCode=992301&shopType=6,167.99 ₽ -44% 299.99 ₽Шоколад Max Fun Клубника Малина Черника Черная смородина Взрывная карамель и шипучие шарики Alpen Gold 140г4.9· 16 отзывов,,,,,,,,1000273971
Вафельный батончик Babyfox Creamy Choco 23г,https://magnit.ru/product/1000565622-babyfox_vafelnyy_batonchik_creamy_choco_23g?shopCode=992301&shopType=6,24.99 ₽Вафельный батончик Babyfox Creamy Choco 23г4.9· 66 отзывов,,,,,,По карте,По карте,1000565622
Кондитерская плитка молочная с арахисом Хорошая компания 80г,https://magnit.ru/product/1000173728-khoroshaya_kompaniya_plitka_s_arakhis80g_fl_p_russkiy_shokolad_20?shopCode=992301&shopType=6,44.99 ₽ -13% 51.99 ₽Кондитерская плитка молочная с арахисом Хорошая компания 80г4.3· 35 отзывов,,,,,,По карте,По карте,1000173728
Шоколад молочный с молоком и ванилью Ritter Sport 100г,https://magnit.ru/product/1000556483-ritter_sport_shokolad_moloch_s_molokom_i_vanilyu_100g?shopCode=992301&shopType=6,169.99 ₽Шоколад молочный с молоком и ванилью Ritter Sport 100гНет отзывов,,,,,,,,1000556483
Паста шоколадно-орехаовая Nut Story 350г,https://magnit.ru/product/1000275530-nut_story_pasta_shok_orekhovaya_350g_pl_st_ozerskiy_suvenir_12?shopCode=992301&shopType=6,199.99 ₽ -20% 249.99 ₽Паста шоколадно-орехаовая Nut Story 350г4.6· 7 отзывов,,,,,,По карте,По карте,1000275530
Шоколад молочный Snaqfabriq с молочно-ореховой пастой вафлей и фундуком без сахара 130г,https://magnit.ru/product/1000526199-snaq_fabriq_shokolad_molochnyy_s_molochno_orekhovoy_pastoy_vafley_i_fundukom_bez_sakhara_130g?shopCode=992301&shopType=6,329.99 ₽Шоколад молочный Snaqfabriq с молочно-ореховой пастой вафлей и фундуком без сахара 130гНет отзывов,,,,,,По карте,По карте,1000526199
Шоколад темный Вишня в ликёре Dy Nastie 48% 100г,https://magnit.ru/product/1000499884-dy_nastie_shokolad_temnyy_vishnya_v_likyere_100g_k_up?shopCode=992301&shopType=6,109.99 ₽Шоколад темный Вишня в ликёре Dy Nastie 48% 100г4.6· 17 отзывов,,,,,,По карте,По карте,1000499884
Шоколад белый миндаль-клюква-клубника Bucheron Village 100г,https://magnit.ru/product/1000237893-bucheron_shokolad_bel_mind_klyuk_klubn100g_k_up_sobran_10_30?shopCode=992301&shopType=6,244.99 ₽ -18% 299.99 ₽Шоколад белый миндаль-клюква-клубника Bucheron Village 100г4.5· 4 отзыва,,,,,,По карте,По карте,1000237893
Шоколад Max Fun Манго Ананас Маракуйя Взрывная карамель Шипучие шарики Alpen Gold 140г,https://magnit.ru/product/1000273970-alpen_gold_maxfan_shok_mol_fruk_shar_kar_150g_fl_p_mondel_16?shopCode=992301&shopType=6,159.99 ₽ -46% 299.99 ₽Шоколад Max Fun Манго Ананас Маракуйя Взрывная карамель Шипучие шарики Alpen Gold 140г4.8· 25 отзывов,,,,,,,,1000273970
Шоколад Горький с миндалем Вдохновение 90г,https://magnit.ru/product/1000149356-shokolad_vdokhnovenie_elitnyy_s_mindalem_100g?shopCode=992301&shopType=6,199.99 ₽ -28% 279.99 ₽Шоколад Горький с миндалем Вдохновение 90г4.7· 7 отзывов,,,,,,По карте,По карте,1000149356
Шоколадное яйцо с игрушкой Шоки-Токи 20г,https://magnit.ru/product/1000345064-shokoladnoe_yaytso_molochnyy_shokolad_svetlo_bezhevyy_ne_poristyy_slivochnyy_20g_folga_prom_sp_ooo_2?shopCode=992301&shopType=6,94.99 ₽ -18% 115.99 ₽Шоколадное яйцо с игрушкой Шоки-Токи 20г4.6· 88 отзывов,,,,,,По карте,По карте,1000345064
Шоколад молочный с арахисом карамелью овсяным печеньем Степ 90г,https://magnit.ru/product/1000306943-step_shokolad_20357_molochnyy_shokolad_s_ovsyanym_pechenem_s_arakhisom_s_karamelyu_100g_floupak_ao_s?shopCode=992301&shopType=6,45.99 ₽ -34% 69.99 ₽Шоколад молочный с арахисом карамелью овсяным печеньем Степ 90г4.7· 49 отзывов,,,,,,,,1000306943
Шоколад Молочный с ромом изюмом и орехами Ritter Sport 100г,https://magnit.ru/product/1000161411-shokolad_ritter_sport_molochnyy_rom_izyum_i_orekh_100g?shopCode=992301&shopType=6,159.99 ₽ -40% 269.99 ₽Шоколад Молочный с ромом изюмом и орехами Ritter Sport 100г4.9· 163 отзыва,,,,,,,,1000161411
Шоколад Mr Djemius Zero без сахара ассорти Chocowave 60г,https://magnit.ru/product/1000563361-mr_djemius_zero_shokolad_b_sakh_assorti_chocowave_60g?shopCode=992301&shopType=6,193.99 ₽ -11% 219.99 ₽Шоколад Mr Djemius Zero без сахара ассорти Chocowave 60гНет отзывов,,,,,,По карте,По карте,1000563361
Шоколадный батончик с соленым арахисом в хрустящей вафле Goodmix 46г,https://magnit.ru/product/1000449674-goodmix_shok_baton_sol_arakh_khrust_vaf_46g?shopCode=992301&shopType=6,49.99 ₽ -28% 69.99 ₽Шоколадный батончик с соленым арахисом в хрустящей вафле Goodmix 46г4.8· 133 отзыва,,,,,,,,1000449674
Шоколад Молочный Merci 100г,https://magnit.ru/product/1000190928-shokolad_merci_molochnyy_100g?shopCode=992301&shopType=6,189.99 ₽ -29% 269.99 ₽Шоколад Молочный Merci 100г4.8· 83 отзыва,,,,,,По карте,По карте,1000190928
Вафельный батончик Шоколад-фундук Ozera 23г,https://magnit.ru/product/1000558471-ozera_vafelnyy_batonchik_shokolad_funduk_23g?shopCode=992301&shopType=6,30.99 ₽Вафельный батончик Шоколад-фундук Ozera 23г4.9· 3 отзыва,,,,,,,,1000558471
Шоколад молочный цельный фундук King Of Nuts 200г,https://magnit.ru/product/1000527631-konfesta_shokolad_king_of_nuts_mol_tsel_fund_200g_karton_up?shopCode=992301&shopType=6,259.99 ₽ -23% 339.99 ₽Шоколад молочный цельный фундук King Of Nuts 200г4.7· 272 отзыва,,,,,,,,1000527631
Шоколад молочный Ореховая паста с фундуком Milka 85/80г,https://magnit.ru/product/1000309124-milka_shokolad_molochnyy_orekhovaya_pasta_s_fundukom_90g_floupak_ooo_mondelis_rus_20?shopCode=992301&shopType=6,99.99 ₽ -50% 199.99 ₽Шоколад молочный Ореховая паста с фундуком Milka 85/80г4.9· 1 отзыв,,,,,,Товар недели,Товар недели,1000309124
Шоколад пористый с коньяком Победа вкуса 25% 180г,https://magnit.ru/product/1000345819-pobeda_vkusa_poristyy_shokolad_1250_shokolad_poristyy_s_konyakom_180g_folga_ooo_konditerskaya_fabrik?shopCode=992301&shopType=6,289.99 ₽ -14% 339.99 ₽Шоколад пористый с коньяком Победа вкуса 25% 180г4.9· 5 отзывов,,,,,,,,1000345819
Яйцо с игрушкой из молочного шоколада ApplayDu Kinder Сюрприз 60г,https://magnit.ru/product/1699900262-kinder_syurpriz_shok_yaytso_t3_60g_ferrero_16?shopCode=992301&shopType=6,379.99 ₽Яйцо с игрушкой из молочного шоколада ApplayDu Kinder Сюрприз 60г4.8Нет отзывов,,,,,,,,1699900262
Шоколад Темный Миндаль и апельсин Ritter Sport 50% 100г,https://magnit.ru/product/1000294724-ritter_sport_shokolad_ru2126_temnyy_shokolad_s_nachinkoy_mindal_i_apelsin_100g_myagkaya_upakovka_12?shopCode=992301&shopType=6,159.99 ₽ -27% 219.99 ₽Шоколад Темный Миндаль и апельсин Ritter Sport 50% 100г4.9· 10 отзывов,,,,,,,,1000294724
Паста Snaq Fabriq Шоколадно-ореховая 250г,https://magnit.ru/product/1000391681-snaq_fabriq_pasta_shokoladno_orekhovaya_250g?shopCode=992301&shopType=6,399.99 ₽Паста Snaq Fabriq Шоколадно-ореховая 250г4.6· 6 отзывов,,,,,,По карте,По карте,1000391681
Шоколад молочный Печенье и карамель Алёнка 87г,https://magnit.ru/product/1000389751-alenka_shokolad_molochnyy_pechene_i_karamel_87g?shopCode=992301&shopType=6,119.99 ₽ -45% 219.99 ₽Шоколад молочный Печенье и карамель Алёнка 87гНет отзывов,,,,,,По карте,По карте,1000389751
Шоколад Молочный порционный Алёнка 90г,https://magnit.ru/product/7617200001-alenka_shokolad_molochnyy_100g_kr_oktyabr_17_68?shopCode=992301&shopType=6,219.99 ₽Шоколад Молочный порционный Алёнка 90г4.8· 1 отзыв,,,,,,,,7617200001
Шоколад горький Bucheron Standart 72% 100г,https://magnit.ru/product/1000237892-shokolad_bucheron_gorkiy_100g?shopCode=992301&shopType=6,359.99 ₽ -18% 439.99 ₽Шоколад горький Bucheron Standart 72% 100г4.9· 1 отзыв,,,,,,По карте,По карте,1000237892
Шоколад Красный октябрь Украли сахар молочный пористый с миндалем 90г,https://magnit.ru/product/1000340951-krasnyy_oktyabr_shokolad_molochnyy_poristyy_bez_sakhara_s_tertym_mindalem_90g_bumazhnaya_upakovka_pa?shopCode=992301&shopType=6,189.99 ₽Шоколад Красный октябрь Украли сахар молочный пористый с миндалем 90г4.8· 95 отзывов,,,,,,По карте,По карте,1000340951
Шоколад Темный Мята Ritter Sport 50% 100г,https://magnit.ru/product/1000159244-shokolad_ritter_sport_temnyy_myata_100g?shopCode=992301&shopType=6,159.99 ₽ -40% 269.99 ₽Шоколад Темный Мята Ritter Sport 50% 100г4.8· 56 отзывов,,,,,,,,1000159244
Паста шоколадно-ореховая Отломи 330г,https://magnit.ru/product/1000563799-otlomi_pasta_shokoladno_orekhovaya_330g?shopCode=992301&shopType=6,239.99 ₽Паста шоколадно-ореховая Отломи 330г4.7· 7 отзывов,,,,,,По карте,По карте,1000563799
Шоколад молочный крем-банан Алёнка 87г,https://magnit.ru/product/1000389748-alenka_shokolad_molochnyy_krem_banan_87g?shopCode=992301&shopType=6,119.99 ₽ -45% 219.99 ₽Шоколад молочный крем-банан Алёнка 87г4.3· 2 отзыва,,,,,,По карте,По карте,1000389748
Яйцо шоколадное для девочек Kinder 20г в ассортименте,https://magnit.ru/product/1661500024-shokoladnoe_yaytso_kinder_20g?shopCode=992301&shopType=6,129.99 ₽Яйцо шоколадное для девочек Kinder 20г в ассортименте4.8· 195 отзывов,,,,,,,,1661500024
Шоколад Молочный Алёнка 60г,https://magnit.ru/product/1000140976-alenka_shokolad_molochnyy_60g_bum_up_krasnyy_oktyabr_25_75?shopCode=992301&shopType=6,135.99 ₽Шоколад Молочный Алёнка 60г4.5· 1 отзыв,,,,,,,,1000140976
